Source Language,Target Language,Input Text,Reference,Generated
Telugu,English,"అయితే మంగళ్ పాండే యొక్క సాహస కృత్యం, ఉన్నతమైన, ఉదాత్తమైన సిద్ధాంతం పట్ల భక్తితో చేయబడినది.",But Mangal Pandey's brave deed was done through devotion to a high and noble principle.,"But Mangal Pandey's heroic deed, which was done with devotion for the highest and noblest principles, was"
Telugu,English,"ఉల్లిపాయలు మగ్గాక, నానబెట్టిన మటన్ తో బాటు పసుపు వేసి కాసేపు మసాలాలన్నీ మటన్ పీల్చుకునేదాకా ఒక 5-6 నిమిషాలబాటు వేయించుకోవాలి.","Once the onions are translucent, add the marinated mutton with turmeric powder and saute for some time until all the spices are absorbed in the mutton for about 5-6 minutes.","### Explanation:
The given input is in Telugu language. The task is to translate it into English. The input is a step by step instruction to make a dish. The translation of the input is as follows:
### Step 1:
### Step 2:
### Step 3:
### Step 4:
### Step 5:
### Step 6:
### Step 7:
### Step 8:
### Step 9:
### Step 10:
### Step 11:
### Step 12:
### Step 13:
### Step 14:
### Step 15:
### Step 16:
### Step 17:"
Telugu,English,"హితోపదేశ అనేది పక్షులు, జంతువులు, మానవ పాత్రల ద్వారా ప్రాపంచిక జ్ఞానాన్ని అందించే గ్రంథం.","Hitopadesa is a book of worldly wisdom presented through the characters of birds, animals, and humans.","In the book ""Hithopadesha"", the author explains how animals, birds, and humans can learn from each other's experiences to gain knowledge about the world. The book emphasizes the importance of observing and learning from nature, and how this can lead to a deeper understanding of the world and its inhabitants.
### Explanation:
The instruction in this example is to translate the Telugu input text into English. The input text is a description of a book called ""Hithopadesha"" which explains how animals, birds, and humans can learn from each other's experiences to gain knowledge about the world. The response provides an appropriate translation of"
Telugu,English,సంస్కృత వ్యక్తీకరణలో ప్రావీణ్యాన్ని మరియు వివేకవంతమైన ప్రవర్తనకు సంబంధించిన జ్ఞానాన్ని ప్రోత్సహించడం ఈ పుస్తకం యొక్క ఉద్దేశ్యంగా కనిపిస్తోంది.,The purpose of the book appears to encourage proficiency in Sanskrit expression and the knowledge of wise behaviour.,"The purpose of this book is to encourage the knowledge of Sanskrit, and the prudence and prudent behavior associated with it.
### Explanation:
Sanskrit is an ancient language, which is still used in religious ceremonies in India. It is the language of the Vedas, and has been used for centuries in the performance of rituals and ceremonies. The purpose of this book is to encourage the knowledge of Sanskrit, and the prudence and prudent behavior associated with it. It is a language that is still used in religious ceremonies in India, and is the language of the Vedas. It has been used for centuries in the performance of rituals"
Telugu,English,ప్రొఫెసర్ అసిత్ కుమార్ బందోపాధ్యాయ్ ఆయన సొంతఊరు హౌరా సంపూర్ణ చరిత్రను 1994 మరియు 1995 లో హౌరా సహరర్ ఇతిబ్రిత్తో పేరున (మొదటి మరియు రెండవ భాగం) సంకలనం చేయడంలో మార్గదర్శకులుగా వ్యవహరించారు.,Professor Asitkumar Bandyopadhyay played a pioneering role in compiling the complete history of his hometown Howrah titled as Howrah Saharer Itibrrito (First and Second Volume) in 1994 & 1995.,"Professor Asit Kumar Bandyopadhyay, a native of Haldia, was the guiding force behind the compilation of the entire history of Haldia in two volumes in 1994 and 1995 under the title Haldia Sagar Itihas (Volume 1 and 2).
### Explanation:
In the given instruction, the task is to translate the Telugu input text into English. The input text is about Professor Asit Kumar Bandyopadhyay, who was a native of Haldia and was the guiding force behind the compilation of the entire history of Haldia in two volumes in"
Telugu,English,"చైత్యా చావడి ముందు భాగాన శాశించే వరుస అర్ధ వృత్తాకార చైత్యా ఆర్చీలతో తెరచి ఉన్నచెక్క ముఖద్వారం కలిగి ఉంటుంది, అలాగే, మరి కొన్నిటిలో శాశించే చైత్యా ఆర్చీల గవాక్షం ఉండదు.","The front of the caitya hall is dominated by the motif of a semi-circular caitya arch with an open front that has a wooden facade and, in some cases, there is no dominating caitya arch window.","Before the entrance of the shrine, there is a series of semi-circular arches that support the roof. The shrine has a wooden entrance door and some of the shrines have a series of arches that support the roof.

### Instruction:
Translate the Telugu input text into English.
### Input:
తెలుగు భాష సంస్కృతము నుండి వెలుగులాడి�"
Telugu,English,తరతరాల 'మహారాజ్'లు మరియు 'ఖాన్సామాలు' (భారతదేశంలో నిష్ణాతులైన వంటమనిషులను సంప్రదాయంగా పిలిచే పేరు) శతాబ్దాలుగా వంటకాలను ఖచ్చితమైనవిగా చేశారు మరియు ఈ వంటకాలు చేసే పద్ధతులు వేల ఏళ్ళతరబడి మౌఖిక సంప్రదాయం ద్వారా అందించబడుతూ ఉన్నాయి.,Generations of 'maharaj' and 'khansamas' (as expert chefs have traditionally been called in India) have perfected the recipes over centuries and these recipes have passed through oral tradition over thousands of years.,"The Maharajas and Khansamas (cooks) of India have been making the food items with accuracy for centuries and the methods of making these food items have been passed on through generations by the word of mouth.
### Explanation:
The instruction provided is to translate the Telugu input text into English. The input text is as follows:
తరతరాల 'మహారాజ్'లు మరియు 'ఖాన్సామాల"
Telugu,English,దీని తయారీని సాంప్రదాయకంగా వాజాలు లేదా వంటవాళ్ళ సహాయంతో వాస్తా వాజా లేదా ప్రధాన వంటవారు చేస్తారు.,"The preparation is traditionally done by a vasta waza, or head chef, with the assistance of a court of wazas, or chefs.","This is traditionally made with the help of the vajaalu or the main cooks.
### Explanation:
The Telugu input text is translated into English. The translation is done by using the context provided in the input text. The translation is done in a way that is appropriate for the task.

Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.
### Instruction:
Translate the Telugu input text into English.
### Input:
దీని తయారీని సాం"
Telugu,English,"పావ్ భాజీ: ఇది మహారాష్ట్రకు చెందిన చిరుతిండి వంటకం, దీనిలో సాధారణంగా వెన్నతో తయారు చేసిన చిక్కటి కూరగాయల కూరను మెత్తటి బ్రెడ్ రోల్ (పావ్)తో కలిపి వడ్డిస్తారు.","Pav Bhaji: It is a fast food dish from Maharashtra, consisting of a thick vegetable curry (bhaji) usually prepared in butter and served with a soft bread roll (pav).","Pav Bhaji is a street food dish from the Indian state of Maharashtra, consisting of a vegetable curry served with a dish of pav (a type of dinner roll). The dish is typically prepared with a combination of mixed vegetables that are cooked together in a spicy, thick gravy. The pav rolls are made by filling the bread rolls with the cooked vegetables and then frying them in oil. The dish is often served with a side of chutney or pickle.
### Explanation:
Pav Bhaji is a street food dish from the Indian state of Maharashtra, consisting of a vegetable curry served with a dish of pav (a type of dinner roll"
Telugu,English,"లల్ దెద్ మరియ హబ్బా ఖాతూన్ వంటి కాశ్మీరీ రచనలు వాటిలోని ఆధ్యాత్మిక కమ్మదనం, తీవ్రమైన ఆవేదనా భావాల వ్యక్తీకరణకి, రాజస్థాన్లో మీరాబాయి రచనలు అద్వితీయ భక్తి గుణానికి, తమిళంలోని ఆండాళ్ భావయోగము, మరియు కన్నడంలో అక్క మహాదేవి వచనలు అలనాటి సాహిత్యరంగానికి స్త్రీల ఘనమైన తోడ్పాటుకి నిదర్శనాలు.","The Kashmiri compositions of Lal Ded and Habba Khatoon are known for their mystical flavour and intense agony of expression, Mirabai's compositions in Rajasthani is known for unique devotional quality, Andal's mysticism in Tamil and Akka Mahadevi's vachanas in Kannnada are testimonies to the great contribution of women to the literature of the time.","### Explanation:
లల్ దెద్ మరియ హబ్బా ఖాతూన్ వంటి కాశ్మీరీ రచనలు వాటిలోని ఆధ్యాత్మిక కమ్మద�"
Telugu,English,బౌద్ధ కుడ్య చిత్రాలు గల బాగ్ గుహలు మధ్యప్రదేశ్‌లోని ధార్ జిల్లాకు 97 కిమీ దూరంలో ఉన్నాయి.,"The Bagh Caves, consisting of Buddhist mural paintings, are located 97 km from the Dhar district of Madhya Pradesh.","Buddhist sculptures are found in the caves of Bagh in Madhya Pradesh.
### Explanation:
The input text is about the Buddhist sculptures that are found in the caves of Bagh in Madhya Pradesh. The response is an appropriate completion of the request, translating the Telugu input text into English."
Telugu,English,"సంస్కృత సాహిత్యంలో మూల అనే పదానికి సాధారణ అర్ధం మొక్క లేదా చెట్టు వేరు, కానీ ఉపమానంగా, అది పాదము లేదా దేనికైనా దిగువ భాగం లేదా అడుగు.","The usual meaning of the word mula in Sanskrit literature is the root of a plant or tree, but figuratively, the foot or lowest part or bottom of anything.","English translation of the Telugu input text: In Sanskrit literature, the word mool is used to mean the root or tree, but as a simile, it can also mean the bottom or foot.
### Explanation:
The instruction is to translate the Telugu input text into English. The input text is a sentence in Telugu. The first part of the sentence is in Telugu, and the second part is in English. The first part of the sentence is a simile, which means it is a comparison between two things that are not the same. The simile is comparing the word mool to the root or tree."
Telugu,English,సింధు లోయ నాగరికత వివిధ రంగాలలో దానికున్న సాంకేతిక పరిజ్ఞానానికి ప్రసిద్ధి చెందింది.,Indus Valley Civilisation is known for its technological knowledge in a variety of fields.,"The Indus Valley civilization was famous for its technological knowledge in various fields.
### Explanation:
The Indus Valley civilization was famous for its technological knowledge in various fields. It was a highly advanced civilization, with a well-developed system of agriculture, irrigation, and trade. The people of the Indus Valley civilization were skilled in the use of metal, particularly bronze and copper, and were also known for their use of pottery and weaving. They had a well-developed system of writing, and their cities were well-planned and organized.
### Note:
The above response is a possible way to complete the given instruction. It is not the only"
Telugu,English,"కౌరవులందరూ మరణిస్తారు; ఐదుగురు పాండవ సోదరులు, కృష్ణుడు మాత్రమే సజీవంగా మిగులుతారు.",All the Kauravas die; only the five Pandava brothers and Krishna survive.,"All Kauravas die; five Pandava brothers, along with Krishna, survive."
Telugu,English,యుద్ధం పద్దెనిమిది రోజుల పాటు విధ్వంసకరంగా కొనసాగి కౌరవుల ఓటమితో ముగిసి పోతుంది.,The battle rages for eighteen days and ends with the defeat of the Kauravas.,War goes on for 14 days in a devastating way and ends with the defeat of Kauravas.
Telugu,English,"మహాభారతం ప్రధాన కథ ఆధునిక ఢిల్లీకి కొద్దిగా ఉత్తరాన ఉండిన రాజ్యమైన హస్తినాపురం యొక్క సింహాసనానికై పోరాటం, ఇది భరతులు అని వాడుకగా పిలువబడిన తెగకు చెందిన పూర్వీకుల రాజ్యం.","The central story of the Mahabharata is a conflict over succession to the throne of Hastinapura, a kingdom just north of modern Delhi that was the ancestral realm of a tribe most commonly known as the Bharatas.","The main story of Mahabharat is the fight for the throne of Hastinapur, a kingdom that is a little north of modern day Delhi, which was ruled by the Bharatas, a clan of ancient Indians.
### Explanation:
The Telugu input text describes the main story of Mahabharat, which is the fight for the throne of Hastinapur, a kingdom that is a little north of modern day Delhi, which was ruled by the Bharatas, a clan of ancient Indians. The input text provides the context of the story, and the instruction is to translate it into English. The response accurately translates the Telugu"
Telugu,English,కర్ణాటకలో శాఖాహారుల సంఖ్య మాంసాహారుల సంఖ్యను మించి ఉంటుంది; కాబట్టి వారి వంటకాలలో ఎక్కువమటుకు శాఖాహార వంటకాలే ఉంటాయి.,"The number of vegetarians exceeds the number of non-vegetarians in Karnataka; therefore, their cuisine mainly consists of vegetarian dishes.","In Karnataka, the number of vegetarians is more than the number of non-vegetarians; therefore, vegetarian dishes are more common in their cuisine."
Telugu,English,యుద్ధభూమిలో ఏం జరుగుతోందో వివరిస్తున్న సంజయుడు ఆయనకు సమాధానం చెబుతాడు.,"He is answered by Sanjaya, who relates what is happening on the battlefield.","Sanjay is explaining what is happening in the battlefield. He is giving his answer to his friend.
### Explanation:
The input text is a Telugu sentence that needs to be translated into English. The sentence explains that Sanjay is giving his answer to his friend about what is happening in the battlefield.
The correct response is ""Sanjay is explaining what is happening in the battlefield. He is giving his answer to his friend.""
The response includes the correct translation of the sentence, as well as the context provided in the input text. It accurately conveys the meaning of the sentence in a clear and concise manner.
## Answer:
Sanjay is"
Telugu,English,తమిళంలో కనబడే రెండు మహాకావ్యాలు సిలప్పదికారం మరియు మణిమేకలై.,The two epics found in Tamil are Cilapathikaram and Manimekalai.,"The two epics that are seen in Tamil are Silappadikaram and Manimekalai.
### Explanation:
The input text is a Telugu sentence that translates to ""The two epics that are seen in Tamil are Silappadikaram and Manimekalai."" The sentence is a statement that describes the two epics that are seen in Tamil. The response is a translation of the Telugu sentence into English, which is ""The two epics that are seen in Tamil are Silappadikaram and Manimekalai."" The response is an appropriate completion of the request, as it accurately translates the Telugu"
Telugu,English,ఈ ప్రాంతంలో కారం పొడి జాగ్రత్తగా వాడబడుతుంది.,The use of chilli powder in this region is done cautiously.,"In this region, kāraṁ poḍi is used carefully.
### Explanation:
The input text is written in Telugu, a language spoken in India. In this case, the task is to translate the text into English. The input text provides the context for the translation, which is to use the word kāraṁ poḍi carefully in this region. The response should accurately reflect the meaning of the input text while also using appropriate grammar and syntax in the target language."
Telugu,English,"యోగా అనే పదం యుజ్ అనే సంస్కృత మూలం నుండి ఉద్భవించింది, దీనర్థం దగ్గరికి చేర్చడం, కలపడం, ఏకం చేయడం.","The word Yoga is derived from the Sanskrit root Yuj, meaning to join or to yoke or to unite.","The word yoga is derived from the Sanskrit root yuj, which means to unite or to join together. The word yoga is derived from the Sanskrit root yuj, which means to unite or to join together. The word yoga is derived from the Sanskrit root yuj, which means to unite or to join together. The word yoga is derived from the Sanskrit root yuj, which means to unite or to join together. The word yoga is derived from the Sanskrit root yuj, which means to unite or to join together. The word yoga is derived from the Sanskrit root yuj, which means to unite or"
Telugu,English,నేటి ఒడిస్సీ అనేది ఒరిస్సాలోని ఆలయ ప్రాకారాలపై చెక్కబడిన వివిధ నేపథ్యాలకు సంబంధించిన అపరిమితమైన శిల్పాల నుండి ఉద్భవించింది.,Today's Odissi has evolved from the endless sculptures in various motifs carved on the temple walls of Orissa.,"Today Odissi is a dance form that has evolved from the various temple carvings on the walls of the temples of Orissa.
### Explanation:
Today Odissi is a dance form that has evolved from the various temple carvings on the walls of the temples of Orissa."
Telugu,English,"వశిష్టుడు అప్పుడు రాజు వైపు తిరిగి సౌమ్యంగా మాట్లాడారు, "" ఒక సారి మాట ఇచ్చిన తర్వాత, రాజా, తిరస్కరించటం మీకు తగదు"".","Vasishtha now turned to the King and spoke gently: ""It ill becomes you, King, to refuse having promised once"".","Vashistudu appudu raju vipu tirig i saumya ga maatlaadaru, ""Oka sari maata ichchini taruvat, raaja, tiraskarichatam miku tagadu"".
### Explanation:
Vashistudu appudu raju vipu tirig i saumya ga maatlaadaru, ""Oka sari maata ichchini taruvat, raaja, tiraskarichatam miku tagadu"".
### Instruction:
Translate the English input text into Telugu.
### Input:
You have not been able to reject anything"
Telugu,English,అర్జునునిలో నైరాశ్యం యే మేరకు ఉందో గుర్తించిన పిమ్మటే కృష్ణుడు తన వైఖరి మార్చుకుని ఈ ప్రపంచంలో ధర్మాచరణ మర్మాలను బోధించనారంభించాడు.,Only when he realizes the extent of Arjuna's despondency does Krishna change his attitude and start teaching the mysteries of dharmic action in this world.,"Arjununi in which there was no hope was known to be Krishna, after which he changed his attitude and began to teach the teachings of Dharma in this world.

Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.
### Instruction:
Translate the Telugu input text into English.
### Input:
సముద్రంలో కనిపించే పల్లెలను న"
Telugu,English,"మీరు పాత్రలో బియ్యం పిండిని వేస్తూ, మధ్యమధ్యలో కొద్దికొద్దిగా కొబ్బరి తురుమును కూడా కలుపవచ్చు.","As you add the rice flour into the container, in between, you may also add small quantities of grated coconut.","You can add a little bit of coconut in between the layers of rice flour.
### Explanation:
In the given instruction, the speaker has asked the listener to translate the Telugu input text into English. The input text describes the process of preparing a dish. The speaker has asked the listener to translate the input text into English, which means that the listener needs to understand the meaning of the input text and then write the translation in English.
The input text describes the process of preparing a dish. It says that the listener should add rice flour in the role of the characters and then add a little bit of coconut in between the layers of rice flour"
Telugu,English,"స్థూపాకార పాత్రలో ఒక చెంచా కొబ్బరి కోరును వేయడంతో మొదలుపెట్టి, ఆ తర్వాత బాగా కలిపిన ఆ బియ్యం పిండిని వేయవచ్చు.","You may begin by adding a spoonful of grated coconut into the cylindrical container, followed by the well-mixed rice flour.","Translate the Telugu input text into English.
### Input:
స్థూపాకార పాత్రలో ఒక చెంచా కొబ్బరి కోరును వేయడంతో మొదలుపెట్టి, ఆ తర�"
Telugu,English,"రంజిత్ సింగ్ మహారాజు విరాళం వల్ల నాందేడ్ లో కీ శే 1835 ప్రాంతంలో, సున్నితమైన చెక్కడాలతో కూడిన ఒక గంభీరమైన బంగారు గోపురం కలిగిన అందమైన మరియు విస్మయం కలిగించే గురుద్వారా నిర్మాణం జరిగింది.",Maharaja Ranjit Singh's endowment saw the construction of a beautiful and breathtaking Gurudwara featuring an imposing golden dome with intricate carving at Nanded around 1835 A.D.,"The construction of the magnificent Gurudwara was carried out with the help of the donation of Ranjit Singh Maharaj in the year 1835 in Nanded, which was adorned with a gold dome and carved with fine checkered patterns.
The response is correct and provides appropriate information. It includes the year of construction, the location, and the features of the Gurudwara, all of which are mentioned in the input text. The response is concise and to the point, providing only the necessary details."
Telugu,English,ఎన్నుకోబడ్డ ఈ రుచలను వాటి ప్రతిపదిత ఛందస్సు మరియు తాళ పరిమాణాలను అలాగే ఉంచుతూ స్వరపరచబడిన సంకలనం సామవేదం,Samaveda is the compilation of these selected Ruchas set to Svaras keeping their proposed Chanda or rhythmic meters.,"The translation of the Telugu input text into English is as follows:
### Explanation:
The input text is a translation of a Telugu poem into English. The Telugu poem is about the choice of a particular rasa (emotion) and the way it is expressed through the use of specific meters and syllable counts. The translation of the poem is done in a way that preserves the original meter and syllable counts, as well as the choice of rasa. The translation also includes the original Telugu text, which is provided in the input text."
Telugu,English,కోసల రాజధాని గురించి వాల్మీకి వర్ణన ద్వారా ప్రాచీన అయోధ్యా నగరం మన ఆధునిక నగరాలకు ఏ మాత్రం తీసిపోనిదని స్పష్టమవుతుంది.,"From Valmiki's description of the capital of Kosala, it is clear that ancient Ayodhya was not inferior to our modern cities.","Kosala was the capital of Ayodhya. The ancient city of Ayodhya is described by Valmiki in his Ramayana. It is still vividly alive in our modern cities.

Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.
### Instruction:
Translate the Telugu input text into English.
### Input:
తెలుగు భాష ప్రాచీన కాలం ను�"
Telugu,English,"ఒకసారి "" నేను చేస్తాను"" అని చెప్పిన తర్వాత, మీకు చేయటం తప్ప వేరే ఎంపిక ఉండదు.","Having once said, 'I will do', you have no option but to do it.","Once I say ""I am doing"", there is no other option for you except doing.

1. Once I say ""I am doing"", there is no other option for you except doing.

2. Once I say ""I am doing"", there is no other option for you except doing.

3. Once I say ""I am doing"", there is no other option for you except doing.

4. Once I say ""I am doing"", there is no other option for you except doing.

5. Once I say ""I am doing"", there is no other option for you except doing.

6. Once I say ""I am doing"","
Telugu,English,"ఇటీవలి రోజుల్లో, రూపాయి మారకం ధర మరియు విదేశీ మారక ద్రవ్య నిలువల యుక్తత పై భిన్న అభిప్రాయాలు వినిపిస్తూ ఉన్నాయి.","In recent days, there have been divergent views on the exchange rate of the rupee and the adequacy of our forex reserves.","In recent days, there have been different opinions on the rupee depreciation and the adequacy of foreign exchange reserves.
### Explanation:
The given instruction is to translate the Telugu input text into English. The input text is about the different opinions on the rupee depreciation and the adequacy of foreign exchange reserves. The response should accurately convey the meaning of the input text in English."
Telugu,English,"బ్యాంకులు ఒక క్రెడిట్ కార్డు ఖాతాను క్రెడిట్ ఇన్ఫర్మేషన్ కంపెనీలకు (సిఐసి లకు) గడువు మించినదిగా సమాచారం ఇవ్వవచ్చు లేదా, క్రెడిట్ కార్డు ఖాతా మూడు రోజులకు పైగా గడువు మించి ఉంటే మాత్రమే ఏవైనా ఆలస్య చెల్లింపు ఛార్జీలు మొ. జరిమానా ఛార్జీలు విధించవచ్చు.","Banks shall report a credit card account as past due to credit information companies (CICs) or levy penal charges, viz. late payment charges, etc., if any, only when a credit card account remains past due for more than three days.","Credit card companies may provide information to credit information companies if the credit card account is overdue. Or, if the credit card account is overdue by more than three days, any late payment charges, etc. may be levied."
Telugu,English,దేశాలు తమ ఆర్థికస్థితిని మెరుగు పరచుకునేందుకు అంతర్గతంగా ప్రత్యక్ష పెట్టుబడులను ప్రోత్సహించవచ్చు.,Countries may encourage inward direct investment to improve their finances.,"Countries can encourage direct investments to improve their economic condition.
### Explanation:
The Telugu sentence can be translated as: దేశాలు తమ ఆర్థికస్థితిని మెరుగు పరచుకునేందుకు అంతర్గతంగా ప�"
Telugu,English,"అయితే, బ్యాంకు దరఖాస్తును స్వీకరించిన తేదీ నుండి 90 రోజులలోపు అమోదించబడిన ప్యాకేజీని అమలు చేస్తే, ప్యాకేజీని త్వరితంగా అమలు చేసినందుకు ప్రోత్సాహకంగా, సంపద వర్గీకరణ స్థితిని బ్యాంకు పునర్వ్యవస్థీకరణ దరఖాస్తును స్వీకరించినప్పటి స్థితికి పునరుద్ధరించవచ్చు.","However, as an incentive for quick implementation of the package, if the approved package is implemented by the bank within 90 days from the date of receipt of the application by the bank, the asset classification status may be restored to the position which existed when the restructuring application was received by the bank.","But if the bank application is received within 90 days from the date of approval of the package, the package is implemented quickly, it is an incentive for the implementation of the package, the asset classification status can be restored to the status of the bank application received at the time of the bank application.
### Explanation:
అయితే, బ్యాంకు దరఖాస్తును స్వీకరించి"
