Source Language,Target Language,Input Text,Reference,Generated
English,Assamese,The battle rages for eighteen days and ends with the defeat of the Kauravas.,যুদ্ধখন ওঠৰ দিনলৈ হিংসাত্মকভাৱে চলে আৰু কৌৰৱসকলৰ পৰাজয়ৰ সৈতে অন্ত পৰে।,"যুদ্ধ অষ্টাদশ দিন পর্যন্ত চলে এবং কৌরবদের পরাজয় ঘটায়।

### Instruction:
Translate the English input text into Assamese.
### Input:
The Battle of Kurukshetra (কুরুক্ষেত্র যুদ্ধ) was a battle fought in the Kuruk"
English,Assamese,"The central story of the Mahabharata is a conflict over succession to the throne of Hastinapura, a kingdom just north of modern Delhi that was the ancestral realm of a tribe most commonly known as the Bharatas.","মহাভাৰতৰ মূল কাহিনীটো হ'ল হস্তিনাপুৰৰ সিংহাসনৰ উত্তৰাধিকাৰক লৈ হোৱা এক সংঘাট, আধুনিক দিল্লীৰ উত্তৰতে থকা এখন ৰাজ্য যিখন সাধাৰণতে ভাৰত হিচাপে জনাজাত এটা জনজাতিৰ পূর্বপুৰুষৰ ৰাজ্য আছিল।","মহাভারত রাজত্ববাদী কাহিনীসমূহত মহাভারতৰ কেন্দ্ৰীয় কাহিনী
মহাভারতৰ মূল কাহিনীটো হৈছে হস্তিনাপু�"
English,Assamese,"The number of vegetarians exceeds the number of non-vegetarians in Karnataka; therefore, their cuisine mainly consists of vegetarian dishes.",কর্ণাটকত নিৰামিষভোজীৰ সংখ্যাই আমিষৰ সংখ্যাক চেৰ পেলায়; গতিকে তেওঁলোকৰ ৰন্ধন প্রকৰণসমূহত প্রধানতঃ নিৰামিষ ব্যঞ্জনসমূহ থাকে।,"অসমীয়া ভাষাৰ প্ৰতিবন্ধকতা আৰু বিশ্বাসঘাতকতা পৰিহাৰ কৰক।
অসমীয়া ভাষাৰ প্ৰতিবন্ধকতা আৰু বিশ্বাসঘাত�"
English,Assamese,"He is answered by Sanjaya, who relates what is happening on the battlefield.","তেওঁক সঞ্জয়ৰ দ্বাৰা উত্তৰ দিয়া হৈছে, যিগৰাকীয়ে যুদ্ধক্ষেত্রত কি ঘটি আছে সেয়া ব্যক্ত কৰে।","সানজায়া উত্তর দিয়েছিলেন, যিনি যুদ্ধক্ষেত্রে ঘটনা সম্পর্কে জানান।
সানজায়া উত্তর দিয়েছিলেন, যিনি যুদ্ধক্ষে"
English,Assamese,The two epics found in Tamil are Cilapathikaram and Manimekalai.,তামিলত পোৱা মহাকাব্য দুখন হ'ল শীলাপাঠীকাৰম আৰু মাণিমেকালাই।,"দুটি তামিল এপিক
তামিল ভাষাত দুটা এপিক চিলাপথিকারম এবং মনিমেকালাই পাওয়া যায়।
চিলাপথিকারম
চিলাপথিকারম হল এ"
English,Assamese,The use of chilli powder in this region is done cautiously.,এই অঞ্চলত জলকীয়াৰ গুড়িৰ ব্যৱহাৰ সাৱধানেৰে কৰা হয়।,চিলিপাউডার ব্যবহার এই অঞ্চলে অতি সতর্কতার সাথে করা হয়।
English,Assamese,"The word Yoga is derived from the Sanskrit root Yuj, meaning to join or to yoke or to unite.",যোগ শব্দটো সংস্কৃত মূল য়ুজৰ পৰা আহিছে যাৰ অর্থ জোৰা লগোৱা বা যুৱলি বান্ধা বা একত্রিত কৰা।,"যোগ
যোগ শব্দটি সংস্কৃত পূৰ্বপুৰুষ Yuj হৈছে, যাৰ অৰ্থ হৈছে জোড়া বা যুক্ত কৰা বা একোৱা বা একত্�"
English,Assamese,Today's Odissi has evolved from the endless sculptures in various motifs carved on the temple walls of Orissa.,বর্তমানৰ ওড়িশি ওড়িশাৰ মন্দিৰৰ দেৱালবোৰত খোদিত বিভিন্ন ধৰণৰ নিৰৱচ্ছিন্ন ভাস্কর্য্যসমূহৰ পৰা উৎপন্ন হৈছে।,অসমীয়া: আজিৰ অডিছি উদ্ভৱ হৈছে অৰিয়া দেৱালৰ বিভিন্ন মোটিফৰ বহুসংখ্যক প্ৰতিমাৰ পৰা আগবাঢ়ি আহিছে
English,Assamese,"Vasishtha now turned to the King and spoke gently: ""It ill becomes you, King, to refuse having promised once"".","বশিষ্ঠই তেতিয়া ৰজাজনৰ পিনে ঘূৰিছিল আৰু নম্রভাৱে কৈছিল: ""এবাৰ প্রতিজ্ঞা কৰাৰ পিছত পিছত প্রত্যাখ্যান কৰা, এইটো আপোনাৰ ক্ষেত্রত অশোভনীয়, মহাৰাজ, ।","ভাষিষ্ঠ বলিলেন, ""আপুনি যেতে চাইছেন, যেতে চাইছেন, আপুনি যেতে চাইছেন, আপুনি যেতে চাইছেন, আপুনি যেতে চাইছেন, আ�"
English,Assamese,Only when he realizes the extent of Arjuna's despondency does Krishna change his attitude and start teaching the mysteries of dharmic action in this world.,যেতিয়া তেওঁ অর্জুনৰ নৈৰাশ্যৰ পৰিসৰটো বুজি পায় তেতিয়াহে কৃষ্ণই তেওঁৰ ভাব-ভংগি সলনি কৰে আৰু এই জগতখনৰ ধার্মিক কার্য্যৰ ৰহস্যসমূহ শিকাবলৈ আৰম্ভ কৰে।,কৃষ্ণ আৰ্জুনক মোহত পৰি যোৱাৰ বিষয়ে অৱগত হোৱাৰ পিছত মাত্ৰ তেওঁ তেওঁৰ অধ্যয়নৰ সৈতে আসক্ত হয
English,Assamese,"As you add the rice flour into the container, in between, you may also add small quantities of grated coconut.","যেতিয়া আপুনি পাত্রটোত চাউলৰ গুড়ি ভৰায়, মাজে মাজে আপুনি অলপ অলপ ৰুকি থোৱা নাৰিকল যোগ কৰিব পাৰে।",যেমন চাউন পুৰী তেও বুলি যোৱা খাদ্য প্ৰক্ৰিয়াত ব্যৱহাৰ কৰা হয়। এই প্ৰক্ৰিয়াত পুৰীৰ পৰা পৰিষ্ক
English,Assamese,"You may begin by adding a spoonful of grated coconut into the cylindrical container, followed by the well-mixed rice flour.","আপুনি চুঙাকৃতিৰ পাত্রটোত এচামুচ ৰুকি থোৱা নাৰিকল দি আৰম্ভণি কৰিব পাৰে, আৰু তাৰ পিছত ভালদৰে মিহলোৱা চাউলৰ গুড়িখিনি।",যোগাযোগ স্পুনফুল অফ গ্ৰেটেড ক'ক'নেট প্ৰথমে চিলিন্ড্ৰিকেল বাসনত বিছক আৰু তাৰ পিছত ভালভাৱে মিশ্ৰিত চা�
English,Assamese,Maharaja Ranjit Singh's endowment saw the construction of a beautiful and breathtaking Gurudwara featuring an imposing golden dome with intricate carving at Nanded around 1835 A.D.,মহাৰাজ ৰঞ্জিত সিঙৰ সক্ষমতাত নান্দেদত ১৮৩৫ চনৰ আশে-পাশে মেৰপেঁচৰ সৈতে খোদাই কৰা এটা মনোৰম সোণালী গম্বুজৰ সৈতে এটা সুন্দৰ আৰু অবিশ্বাস্য গুৰুদ্বাৰৰ নিৰ্মাণ দেখা পোৱা গৈছিল৷,মহারাজা রণজিৎ সিংহৰ সম্পত্তি দ্বাৰা 1835 খ্ৰীষ্টাব্দত নান্দেদত এখন সুন্দৰ আৰু মহাকাশীয় গুৰুদ্বাৰ নিৰ
English,Assamese,Samaveda is the compilation of these selected Ruchas set to Svaras keeping their proposed Chanda or rhythmic meters.,সামবেদ হৈছে প্ৰস্তাৱিত ছন্দ অথবা লয়যুক্ত ছন্দত ৰাখি স্বৰত স্থাপন কৰা এই নিৰ্বাচিত ঋচাসমূহৰ সংকলন৷,"সামবেদ
সামবেদ হৈছে এই নিৰ্বাচিত রুচসমূহক স্বৰসমূহত রাখিৰে চান্দসমূহ বা ছন্দ প্ৰদান কৰা এখন সংক"
English,Assamese,"From Valmiki's description of the capital of Kosala, it is clear that ancient Ayodhya was not inferior to our modern cities.",ৰাজধানী কোশালাৰ বিষয়ে বাল্মীকিৰ বৰ্ণনাৰ পৰা এইটো স্পষ্ট হয় যে পুৰণি অযোধ্যা আমাৰ আধুনিক চহৰবোৰতকৈ কোনোগুণে কম নাছিল৷,"অসমীয়া ভাষাত অনুবাদঃ
ভালমিকিৰ কোষাল রাজধানীৰ বিৱৰণৰ পৰা স্পষ্ট হৈছে যে পুৰতাত্বৰ আয়োধ্যা আমাৰ"
English,Assamese,"Having once said, 'I will do', you have no option but to do it.","এবাৰ ""মই কৰিম"" বুলি কোৱাৰ পাছত কামটো কৰাৰ বাহিৰে তোমাৰ হাতত বিকল্প নাথাকে৷","একবার বলি, 'আমি করব' তাহলে আপনার একমাত্র বিকল্প হল এটি করা।
একবার বলি, 'আমি করব' তাহলে আপনার একমাত্র বিকল"
English,Assamese,"In recent days, there have been divergent views on the exchange rate of the rupee and the adequacy of our forex reserves.",শেহতীয়াকৈ টকাৰ বিনিময়ৰ হাৰ আৰু আমাৰ বৈদেশিক মুদ্ৰাৰ আৰক্ষিত ভাণ্ডাৰৰ পৰ্য্যাপ্ততাৰ ক্ষেত্রত ভিন্নমূখী দৃষ্টিভংগী দেখা গৈছে।,"বৰ্তমান দিনলগা সময়ত, রুপিৰ বিনিময় মুদ্ৰাৰ সময়ত বিভিধ সমলপাদ্য আৰু আমাৰ বিদেশী মুদ্ৰাৰ ভাণ্�"
English,Assamese,"Banks shall report a credit card account as past due to credit information companies (CICs) or levy penal charges, viz. late payment charges, etc., if any, only when a credit card account remains past due for more than three days.","বেংকবোৰে এটা ক্রেডিট কার্ড একাউণ্ট সময়মতে পৰিশোধ নকৰা বুলি ক্রেডিট তথ্যৰ কোম্পানীবোৰক (চি.আই.চি. সমূহ) জনাব লাগে বা জৰিমনা আৰোপ কৰিব লাগে, অর্থাৎ পলমকৈ পৰিশোধ জৰিমনা, ইত্যাদি, যদি কিবা আছে, কেৱল তেতিয়াহে যেতিয়া এটা ক্রেডিট কার্ডৰ একাউণ্ট তিনি দিনতকৈ অধিক সময়ৰ বাবে সময়ত পৰিশোধ নকৰা হৈ থাকে।",ব্যাঙ্কগুলি ক্ৰেডিট কাৰ্ড হিচাপবোৰক গ্ৰাহক তথ্য প্ৰদান কোম্পানীসমূহলৈ পৰেচ্ছন প্ৰদান কৰিব বা প্ৰ�
English,Assamese,Countries may encourage inward direct investment to improve their finances.,দেশসমূহে তেওঁলোকৰ আর্থিক দিশবোৰ উন্নীত কৰিবলৈ আভ্যন্তৰিক প্রত্যক্ষ বিনিয়োগক উৎসাহিত কৰিব পাৰে।,দেশগুলি তেওঁতে বাহিৰৰ সৰল বিনিয়োগ উৎসাহ দিব পাৰে যে তেওঁলোকৰ অৰ্থনীতি উন্নত কৰিবলৈ পৰামৰ্শ দিয
English,Assamese,"However, as an incentive for quick implementation of the package, if the approved package is implemented by the bank within 90 days from the date of receipt of the application by the bank, the asset classification status may be restored to the position which existed when the restructuring application was received by the bank.","কিন্তু, পেকেজটোৰ ত্বৰিত ৰূপায়নৰ বাবে এক উদগনি হিচাপে, যদি অনুমোদিত পেকেজটো বেংকে আৱেদনখন লাভ কৰাৰ তাৰিখটোৰ পৰা ৯০ দিনৰ ভিতৰত বেংকৰ দ্বাৰা ৰূপায়ন কৰা হয়, সম্পত্তিৰ শ্রেণীকৰণৰ স্থিতিটো হয়তো সেইটো স্থানলৈ পুণৰ ঘূৰাই অনা হ'ব পাৰে যিটো বেংকে পুনৰ্বিন্যাস কৰাৰ আৱেদনখন লাভ কৰাৰ সময়ত আছিল।",যদি অনুমোদিত পাকেটটি ব্যাংকটি ৯০ দিনৰ ভিতৰত অনুমোদিত পাকেটটি ব্যাংকটিৰ কাষত প্ৰত্যাহ্ন কৰিবলৈ সক্�
English,Assamese,"Do the dynamics of private capital accumulation inevitably lead to the concentration of wealth in fewer hands, or do the balancing forces of growth, competition, and technological progress reduce inequality?","ব্যক্তিগত পুঁজিৰ পুঞ্জীভৱনৰ ক্ৰিয়াশীল শক্তিসমূহৰ ফলত আগতকৈ কমসংখ্যকৰ হাতত সা-সম্পত্তি ঘনীভূত হয় নেকি, নে বৃদ্ধি, প্রতিযোগিতা আৰু প্রযুক্তিগত অগ্ৰগতিৰ সুস্থিৰ কৰা শক্তিবোৰে অসমতাক হ্ৰাস কৰে?","পৰিবারৰ পৰিসৰত সমৃদ্ধি আৰু অভাৱ কেইখন সম্পৰ্কিত সমস্যা?
পৰিবারৰ পৰিসৰত সমৃদ্ধি আৰু অভাৱ কেইখন স"
English,Assamese,It intervenes in the market to curb excessive volatility and anchor expectations.,ই মাত্ৰাধিক অস্থিৰতাক নিয়ন্ত্রিত কৰিবলৈ আৰু প্রত্যাশাসমূহৰ আঁত ধৰিবলৈ বজাৰত হস্তক্ষেপ কৰে।,এটি বাজারটো কন্ট্ৰল কৰাৰ বাবে অতি বেছি ব্যক্তিগত আলোচনা কৰে আৰু আশা বুজিৰ বাবে সমৰ্থন কৰে।
English,Assamese,High-frequency data for Q2 indicates that economic activity remains resilient.,বছৰৰ দ্বিতীয় তিনিমাহৰ উচ্চ-ফ্রিকুৱেঞ্চি তথ্যই সূচায় যে আর্থনৈতিক সক্রিয়তা পূৰ্বাৱস্থালৈ গৈ আছে।,"অপ্রত্যয়ী উচ্চ-ঘনত্ব তথ্য সূচক দ্বারা অর্থনৈতিক কার্যকলাপ অবিচল অবস্থায় থাকছে।
এই প্রতিক্রিয়াটি স�"
